,Date,Home Team,Away Team,Prediction 1,Prediction 2,Decision,Stats
54,2024-12-26,St Mirren,Rangers,"0,28","0,42",No decision Made,"Home: St Mirren, Away: Rangers
Pts (All M): 24 VS 35
Pts Against Higher: 3 VS 4
Pts (Last 5): 7 VS 9
Position: 6 VS 2

BTTS (All M): 0.44 VS 0.14
Shots (All M):  12.2 VS 14.1
Shots (Last 5):  14.2 VS 15.8
Shots (AHR):  11.5 VS 12.6

Shots Tar (All M):  3.4 VS 5.4
Shots Tar (Last 5):  4.6 VS 6.2
Shots Tar (AHR):  4.0 VS 3.8

HT Gs (All M)):  0.7 VS 0.4
HT Gs (Last 5):  0.4 VS 0.6
HT Gs (AHR):  0.2 VS 0.2
FT Gs (All M)):  1.3 VS 0.9
FT Gs (Last 5):  1.0 VS 1.2
FT Gs (AHR):  0.5 VS 0.4

Scored at least 1 Goal (All M):  0.56 VS 0.57
Average conceded per match (All M): 1.11 VS 0.86
Scored at least 1 Goal (Last 5)):  0.4 VS 0.8
Scored at least 1 Goal (AHR):  0.25 VS 0.4
"
81,2024-12-29,Huddersfield,Burton,"1,72","1,85","Action: BTTS 
","Home: Huddersfield, Away: Burton
Pts (All M): 39 VS 12
Pts Against Higher: 22 VS 1
Pts (Last 5): 13 VS 4
Position: 4 VS 24

BTTS (All M): 0.5 VS 0.44
Shots (All M):  13.2 VS 10.9
Shots (Last 5):  12.8 VS 8.8
Shots (AHR):  13.2 VS 12.3

Shots Tar (All M):  5.1 VS 3.8
Shots Tar (Last 5):  5.6 VS 3.6
Shots Tar (AHR):  5.1 VS 5.0

HT Gs (All M)):  0.6 VS 0.2
HT Gs (Last 5):  0.8 VS 0.0
HT Gs (AHR):  0.6 VS 0.3
FT Gs (All M)):  1.6 VS 0.9
FT Gs (Last 5):  2.0 VS 0.6
FT Gs (AHR):  1.6 VS 1.7

Scored at least 1 Goal (All M):  0.9 VS 0.56
Average conceded per match (All M): 1.0 VS 1.56
Scored at least 1 Goal (Last 5)):  1.0 VS 0.6
Scored at least 1 Goal (AHR):  0.9 VS 1.0
"
56,2024-12-29,Bristol City,Portsmouth,"2,69","1,73","Action: BTTS , O1.5 
","Home: Bristol City, Away: Portsmouth
Pts (All M): 27 VS 20
Pts Against Higher: 14 VS 6
Pts (Last 5): 5 VS 2
Position: 12 VS 20

BTTS (All M): 0.6 VS 0.7
Shots (All M):  13.3 VS 7.7
Shots (Last 5):  13.0 VS 8.0
Shots (AHR):  13.3 VS 6.8

Shots Tar (All M):  4.4 VS 2.9
Shots Tar (Last 5):  4.2 VS 3.0
Shots Tar (AHR):  4.4 VS 3.2

HT Gs (All M)):  0.3 VS 0.9
HT Gs (Last 5):  0.0 VS 0.4
HT Gs (AHR):  0.3 VS 1.6
FT Gs (All M)):  1.4 VS 1.2
FT Gs (Last 5):  1.2 VS 0.6
FT Gs (AHR):  1.4 VS 2.0

Scored at least 1 Goal (All M):  0.7 VS 0.7
Average conceded per match (All M): 1.0 VS 2.4
Scored at least 1 Goal (Last 5)):  0.6 VS 0.4
Scored at least 1 Goal (AHR):  0.7 VS 1.0
"
76,2024-12-29,Walsall,Newport County,"2,03","2,78","Action: BTTS , O1.5 
","Home: Walsall, Away: Newport County
Pts (All M): 43 VS 26
Pts Against Higher: 14 VS 1
Pts (Last 5): 11 VS 6
Position: 1 VS 15

BTTS (All M): 0.7 VS 0.36
Shots (All M):  14.7 VS 7.7
Shots (Last 5):  14.4 VS 7.8
Shots (AHR):  16.2 VS 11.0

Shots Tar (All M):  4.7 VS 2.1
Shots Tar (Last 5):  4.6 VS 2.6
Shots Tar (AHR):  4.8 VS 4.0

HT Gs (All M)):  0.8 VS 0.5
HT Gs (Last 5):  0.6 VS 0.6
HT Gs (AHR):  0.5 VS 1.0
FT Gs (All M)):  2.1 VS 0.8
FT Gs (Last 5):  2.0 VS 1.0
FT Gs (AHR):  1.8 VS 2.0

Scored at least 1 Goal (All M):  1.0 VS 0.55
Average conceded per match (All M): 1.4 VS 1.55
Scored at least 1 Goal (Last 5)):  1.0 VS 0.6
Scored at least 1 Goal (AHR):  1.0 VS 1.0
"
72,2024-12-29,Grimsby,Port Vale,"0,34","1,54","Action: Double Chance X2 
","Home: Grimsby, Away: Port Vale
Pts (All M): 31 VS 37
Pts Against Higher: 0 VS 11
Pts (Last 5): 3 VS 8
Position: 8 VS 2

BTTS (All M): 0.6 VS 0.27
Shots (All M):  10.7 VS 12.4
Shots (Last 5):  11.4 VS 13.0
Shots (AHR):  9.7 VS 9.8

Shots Tar (All M):  3.8 VS 3.9
Shots Tar (Last 5):  4.0 VS 2.8
Shots Tar (AHR):  3.0 VS 3.5

HT Gs (All M)):  0.8 VS 0.4
HT Gs (Last 5):  1.0 VS 0.0
HT Gs (AHR):  0.0 VS 0.3
FT Gs (All M)):  1.4 VS 1.2
FT Gs (Last 5):  1.4 VS 0.6
FT Gs (AHR):  0.3 VS 0.8

Scored at least 1 Goal (All M):  0.7 VS 0.73
Average conceded per match (All M): 2.0 VS 0.82
Scored at least 1 Goal (Last 5)):  0.6 VS 0.6
Scored at least 1 Goal (AHR):  0.33 VS 0.67
"
55,2024-12-29,Blackburn,Hull,"2,35","0,43","Action: Draw no bet 1X 
","Home: Blackburn, Away: Hull
Pts (All M): 37 VS 19
Pts Against Higher: 22 VS 0
Pts (Last 5): 7 VS 1
Position: 5 VS 21

BTTS (All M): 0.2 VS 0.6
Shots (All M):  13.0 VS 12.4
Shots (Last 5):  13.0 VS 11.4
Shots (AHR):  13.0 VS 9.5

Shots Tar (All M):  4.7 VS 3.4
Shots Tar (Last 5):  3.6 VS 3.2
Shots Tar (AHR):  4.7 VS 2.5

HT Gs (All M)):  0.7 VS 0.3
HT Gs (Last 5):  0.6 VS 0.2
HT Gs (AHR):  0.7 VS 0.0
FT Gs (All M)):  1.5 VS 1.0
FT Gs (Last 5):  0.6 VS 0.6
FT Gs (AHR):  1.5 VS 0.5

Scored at least 1 Goal (All M):  0.7 VS 0.6
Average conceded per match (All M): 0.7 VS 1.7
Scored at least 1 Goal (Last 5)):  0.4 VS 0.6
Scored at least 1 Goal (AHR):  0.7 VS 0.5
"
82,2024-12-29,Leyton Orient,Cambridge,"1,83","0,58","Action: Draw no bet 1X 
","Home: Leyton Orient, Away: Cambridge
Pts (All M): 25 VS 17
Pts Against Higher: 11 VS 5
Pts (Last 5): 10 VS 5
Position: 15 VS 22

BTTS (All M): 0.3 VS 0.4
Shots (All M):  12.7 VS 10.8
Shots (Last 5):  13.8 VS 11.2
Shots (AHR):  12.8 VS 10.8

Shots Tar (All M):  4.7 VS 3.4
Shots Tar (Last 5):  5.6 VS 4.0
Shots Tar (AHR):  4.9 VS 3.4

HT Gs (All M)):  0.7 VS 0.3
HT Gs (Last 5):  0.8 VS 0.4
HT Gs (AHR):  0.8 VS 0.3
FT Gs (All M)):  1.1 VS 0.7
FT Gs (Last 5):  1.4 VS 1.0
FT Gs (AHR):  1.2 VS 0.7

Scored at least 1 Goal (All M):  0.6 VS 0.5
Average conceded per match (All M): 0.9 VS 2.0
Scored at least 1 Goal (Last 5)):  0.6 VS 0.6
Scored at least 1 Goal (AHR):  0.67 VS 0.5
"
88,2024-12-29,Wrexham,Wigan,"1,34","0,04","Action: Draw no bet 1X 
","Home: Wrexham, Away: Wigan
Pts (All M): 42 VS 24
Pts Against Higher: 19 VS 1
Pts (Last 5): 13 VS 7
Position: 3 VS 17

BTTS (All M): 0.36 VS 0.2
Shots (All M):  12.4 VS 9.3
Shots (Last 5):  12.0 VS 8.8
Shots (AHR):  11.4 VS 7.3

Shots Tar (All M):  4.6 VS 3.3
Shots Tar (Last 5):  4.0 VS 3.4
Shots Tar (AHR):  4.3 VS 2.3

HT Gs (All M)):  1.2 VS 0.6
HT Gs (Last 5):  0.8 VS 0.8
HT Gs (AHR):  1.0 VS 0.0
FT Gs (All M)):  2.1 VS 1.0
FT Gs (Last 5):  1.6 VS 1.0
FT Gs (AHR):  1.7 VS 0.3

Scored at least 1 Goal (All M):  0.91 VS 0.5
Average conceded per match (All M): 0.55 VS 0.9
Scored at least 1 Goal (Last 5)):  1.0 VS 0.6
Scored at least 1 Goal (AHR):  0.86 VS 0.33
"
99,2024-12-29,Celtic,St Johnstone,"2,79","0,47","Action: Draw no bet 1X 
","Home: Celtic, Away: St Johnstone
Pts (All M): 44 VS 14
Pts Against Higher: 19 VS 4
Pts (Last 5): 13 VS 4
Position: 1 VS 12

BTTS (All M): 0.14 VS 0.6
Shots (All M):  22.0 VS 9.6
Shots (Last 5):  24.0 VS 10.2
Shots (AHR):  22.0 VS 10.5

Shots Tar (All M):  7.4 VS 2.9
Shots Tar (Last 5):  7.6 VS 3.0
Shots Tar (AHR):  7.4 VS 2.7

HT Gs (All M)):  1.7 VS 0.5
HT Gs (Last 5):  1.6 VS 0.4
HT Gs (AHR):  1.7 VS 0.3
FT Gs (All M)):  3.0 VS 1.2
FT Gs (Last 5):  2.8 VS 1.2
FT Gs (AHR):  3.0 VS 0.8

Scored at least 1 Goal (All M):  1.0 VS 0.7
Average conceded per match (All M): 0.29 VS 1.8
Scored at least 1 Goal (Last 5)):  1.0 VS 1.0
Scored at least 1 Goal (AHR):  1.0 VS 0.67
"
107,2024-12-29,Sp Braga,Casa Pia,"2,22","0,61","Action: Draw no bet 1X 
","Home: Sp Braga, Away: Casa Pia
Pts (All M): 28 VS 20
Pts Against Higher: 4 VS 1
Pts (Last 5): 8 VS 5
Position: 4 VS 7

BTTS (All M): 0.62 VS 0.29
Shots (All M):  14.1 VS 9.0
Shots (Last 5):  15.2 VS 8.6
Shots (AHR):  12.0 VS 7.0

Shots Tar (All M):  5.6 VS 3.3
Shots Tar (Last 5):  6.2 VS 3.2
Shots Tar (AHR):  4.8 VS 2.8

HT Gs (All M)):  0.9 VS 0.3
HT Gs (Last 5):  1.2 VS 0.4
HT Gs (AHR):  0.8 VS 0.0
FT Gs (All M)):  2.1 VS 0.9
FT Gs (Last 5):  2.6 VS 1.0
FT Gs (AHR):  2.0 VS 0.2

Scored at least 1 Goal (All M):  0.88 VS 0.57
Average conceded per match (All M): 1.62 VS 1.43
Scored at least 1 Goal (Last 5)):  1.0 VS 0.6
Scored at least 1 Goal (AHR):  0.75 VS 0.25
"
77,2024-12-29,Birmingham,Blackpool,"2,67","1,84","Action: O1.5 
","Home: Birmingham, Away: Blackpool
Pts (All M): 45 VS 27
Pts Against Higher: 13 VS 3
Pts (Last 5): 13 VS 9
Position: 1 VS 11

BTTS (All M): 0.56 VS 0.55
Shots (All M):  16.3 VS 11.4
Shots (Last 5):  19.6 VS 10.8
Shots (AHR):  13.6 VS 11.0

Shots Tar (All M):  5.4 VS 4.2
Shots Tar (Last 5):  5.2 VS 4.2
Shots Tar (AHR):  5.2 VS 3.0

HT Gs (All M)):  0.9 VS 1.1
HT Gs (Last 5):  1.0 VS 0.8
HT Gs (AHR):  0.8 VS 2.0
FT Gs (All M)):  1.9 VS 1.6
FT Gs (Last 5):  1.6 VS 1.6
FT Gs (AHR):  1.8 VS 2.0

Scored at least 1 Goal (All M):  1.0 VS 0.82
Average conceded per match (All M): 0.67 VS 1.82
Scored at least 1 Goal (Last 5)):  1.0 VS 0.8
Scored at least 1 Goal (AHR):  1.0 VS 1.0
"
98,2024-12-29,Sassuolo,Cosenza,"2,73","1,57","Action: O1.5 
","Home: Sassuolo, Away: Cosenza
Pts (All M): 43 VS 20
Pts Against Higher: 22 VS 2
Pts (Last 5): 15 VS 7
Position: 1 VS 14

BTTS (All M): 0.56 VS 0.67
Shots (All M):  15.1 VS 13.6
Shots (Last 5):  16.0 VS 13.0
Shots (AHR):  15.1 VS 14.3

Shots Tar (All M):  6.6 VS 4.4
Shots Tar (Last 5):  6.6 VS 4.2
Shots Tar (AHR):  6.6 VS 4.7

HT Gs (All M)):  0.8 VS 0.4
HT Gs (Last 5):  0.8 VS 0.6
HT Gs (AHR):  0.8 VS 0.0
FT Gs (All M)):  2.6 VS 1.2
FT Gs (Last 5):  2.8 VS 1.4
FT Gs (AHR):  2.6 VS 1.3

Scored at least 1 Goal (All M):  0.89 VS 0.78
Average conceded per match (All M): 0.89 VS 1.33
Scored at least 1 Goal (Last 5)):  1.0 VS 0.8
Scored at least 1 Goal (AHR):  0.89 VS 1.0
"
57,2024-12-29,Coventry,Millwall,"0,94","1,19",No decision Made,"Home: Coventry, Away: Millwall
Pts (All M): 24 VS 28
Pts Against Higher: 4 VS 6
Pts (Last 5): 8 VS 6
Position: 17 VS 10

BTTS (All M): 0.8 VS 0.44
Shots (All M):  17.7 VS 10.8
Shots (Last 5):  17.2 VS 8.4
Shots (AHR):  17.0 VS 10.3

Shots Tar (All M):  6.4 VS 3.7
Shots Tar (Last 5):  6.4 VS 2.8
Shots Tar (AHR):  5.6 VS 3.3

HT Gs (All M)):  0.7 VS 0.3
HT Gs (Last 5):  0.4 VS 0.4
HT Gs (AHR):  0.8 VS 0.3
FT Gs (All M)):  1.8 VS 0.8
FT Gs (Last 5):  2.0 VS 0.6
FT Gs (AHR):  1.4 VS 1.0

Scored at least 1 Goal (All M):  0.9 VS 0.56
Average conceded per match (All M): 1.6 VS 1.0
Scored at least 1 Goal (Last 5)):  1.0 VS 0.6
Scored at least 1 Goal (AHR):  0.8 VS 0.67
"
58,2024-12-29,Derby,Leeds,"1,03","1,35",No decision Made,"Home: Derby, Away: Leeds
Pts (All M): 24 VS 45
Pts Against Higher: 3 VS 11
Pts (Last 5): 5 VS 5
Position: 16 VS 2

BTTS (All M): 0.5 VS 0.4
Shots (All M):  14.2 VS 14.0
Shots (Last 5):  16.4 VS 15.0
Shots (AHR):  3.0 VS 13.9

Shots Tar (All M):  4.7 VS 4.2
Shots Tar (Last 5):  5.0 VS 4.4
Shots Tar (AHR):  2.0 VS 3.9

HT Gs (All M)):  0.8 VS 0.4
HT Gs (Last 5):  1.0 VS 0.2
HT Gs (AHR):  1.0 VS 0.3
FT Gs (All M)):  1.7 VS 1.2
FT Gs (Last 5):  1.6 VS 1.0
FT Gs (AHR):  1.0 VS 1.1

Scored at least 1 Goal (All M):  1.0 VS 0.6
Average conceded per match (All M): 0.9 VS 0.9
Scored at least 1 Goal (Last 5)):  1.0 VS 0.4
Scored at least 1 Goal (AHR):  1.0 VS 0.56
"
59,2024-12-29,Middlesbrough,Burnley,"0,47","0,93",No decision Made,"Home: Middlesbrough, Away: Burnley
Pts (All M): 35 VS 44
Pts Against Higher: 3 VS 7
Pts (Last 5): 9 VS 10
Position: 6 VS 3

BTTS (All M): 0.36 VS 0.27
Shots (All M):  17.2 VS 11.0
Shots (Last 5):  12.4 VS 12.0
Shots (AHR):  14.0 VS 9.0

Shots Tar (All M):  4.9 VS 3.6
Shots Tar (Last 5):  4.0 VS 3.6
Shots Tar (AHR):  4.0 VS 2.8

HT Gs (All M)):  0.8 VS 0.5
HT Gs (Last 5):  1.0 VS 0.2
HT Gs (AHR):  0.0 VS 0.4
FT Gs (All M)):  1.5 VS 1.2
FT Gs (Last 5):  1.8 VS 1.0
FT Gs (AHR):  0.5 VS 0.6

Scored at least 1 Goal (All M):  0.73 VS 0.64
Average conceded per match (All M): 1.0 VS 0.45
Scored at least 1 Goal (Last 5)):  0.6 VS 0.6
Scored at least 1 Goal (AHR):  0.5 VS 0.4
"
60,2024-12-29,Norwich,QPR,"2,15","1,27",No decision Made,"Home: Norwich, Away: QPR
Pts (All M): 26 VS 25
Pts Against Higher: 10 VS 8
Pts (Last 5): 7 VS 6
Position: 13 VS 15

BTTS (All M): 0.8 VS 0.4
Shots (All M):  13.1 VS 9.3
Shots (Last 5):  13.0 VS 7.6
Shots (AHR):  11.6 VS 9.2

Shots Tar (All M):  5.5 VS 2.3
Shots Tar (Last 5):  5.6 VS 1.6
Shots Tar (AHR):  4.5 VS 2.0

HT Gs (All M)):  1.2 VS 0.1
HT Gs (Last 5):  1.2 VS 0.2
HT Gs (AHR):  1.0 VS 0.0
FT Gs (All M)):  2.6 VS 0.8
FT Gs (Last 5):  2.8 VS 0.6
FT Gs (AHR):  2.0 VS 0.7

Scored at least 1 Goal (All M):  0.9 VS 0.5
Average conceded per match (All M): 1.5 VS 1.1
Scored at least 1 Goal (Last 5)):  0.8 VS 0.4
Scored at least 1 Goal (AHR):  0.88 VS 0.44
"
61,2024-12-29,Oxford,Plymouth,"2,81","0,69",No decision Made,"Home: Oxford, Away: Plymouth
Pts (All M): 18 VS 18
Pts Against Higher: 16 VS 2
Pts (Last 5): 4 VS 1
Position: 23 VS 24

BTTS (All M): 0.64 VS 0.27
Shots (All M):  9.5 VS 7.6
Shots (Last 5):  8.6 VS 6.8
Shots (AHR):  9.5 VS 7.6

Shots Tar (All M):  3.9 VS 2.0
Shots Tar (Last 5):  3.8 VS 2.4
Shots Tar (AHR):  3.9 VS 2.0

HT Gs (All M)):  0.5 VS 0.3
HT Gs (Last 5):  0.4 VS 0.4
HT Gs (AHR):  0.5 VS 0.3
FT Gs (All M)):  1.3 VS 0.3
FT Gs (Last 5):  1.2 VS 0.4
FT Gs (AHR):  1.3 VS 0.3

Scored at least 1 Goal (All M):  0.91 VS 0.27
Average conceded per match (All M): 1.36 VS 2.64
Scored at least 1 Goal (Last 5)):  1.0 VS 0.4
Scored at least 1 Goal (AHR):  0.91 VS 0.27
"
62,2024-12-29,Preston,Sheffield Weds,"0,96","0,76",No decision Made,"Home: Preston, Away: Sheffield Weds
Pts (All M): 23 VS 32
Pts Against Higher: 7 VS 13
Pts (Last 5): 4 VS 12
Position: 18 VS 9

BTTS (All M): 0.45 VS 0.5
Shots (All M):  11.2 VS 10.6
Shots (Last 5):  11.4 VS 12.0
Shots (AHR):  11.0 VS 10.1

Shots Tar (All M):  3.2 VS 3.4
Shots Tar (Last 5):  3.0 VS 3.6
Shots Tar (AHR):  3.8 VS 2.8

HT Gs (All M)):  0.5 VS 0.3
HT Gs (Last 5):  0.4 VS 0.4
HT Gs (AHR):  0.2 VS 0.2
FT Gs (All M)):  1.0 VS 1.2
FT Gs (Last 5):  0.8 VS 1.8
FT Gs (AHR):  0.8 VS 1.0

Scored at least 1 Goal (All M):  0.73 VS 0.6
Average conceded per match (All M): 0.91 VS 1.4
Scored at least 1 Goal (Last 5)):  0.8 VS 0.8
Scored at least 1 Goal (AHR):  0.5 VS 0.56
"
63,2024-12-29,Sheffield United,West Brom,"1,13","0,28",No decision Made,"Home: Sheffield United, Away: West Brom
Pts (All M): 50 VS 35
Pts Against Higher: 6 VS 2
Pts (Last 5): 15 VS 6
Position: 1 VS 7

BTTS (All M): 0.1 VS 0.73
Shots (All M):  14.5 VS 9.9
Shots (Last 5):  13.0 VS 8.0
Shots (AHR):  16.0 VS 5.5

Shots Tar (All M):  4.7 VS 3.7
Shots Tar (Last 5):  4.4 VS 3.0
Shots Tar (AHR):  5.5 VS 2.0

HT Gs (All M)):  0.9 VS 0.8
HT Gs (Last 5):  0.8 VS 0.8
HT Gs (AHR):  0.5 VS 0.0
FT Gs (All M)):  1.6 VS 1.5
FT Gs (Last 5):  1.8 VS 1.0
FT Gs (AHR):  1.0 VS 0.0

Scored at least 1 Goal (All M):  1.0 VS 0.82
Average conceded per match (All M): 0.2 VS 1.0
Scored at least 1 Goal (Last 5)):  1.0 VS 0.8
Scored at least 1 Goal (AHR):  1.0 VS 0.0
"
64,2024-12-29,Stoke,Sunderland,"0,76","1,86",No decision Made,"Home: Stoke, Away: Sunderland
Pts (All M): 22 VS 43
Pts Against Higher: 1 VS 18
Pts (Last 5): 6 VS 6
Position: 19 VS 4

BTTS (All M): 0.73 VS 0.55
Shots (All M):  12.5 VS 11.9
Shots (Last 5):  12.2 VS 11.2
Shots (AHR):  9.7 VS 11.9

Shots Tar (All M):  3.9 VS 3.9
Shots Tar (Last 5):  3.6 VS 3.2
Shots Tar (AHR):  3.3 VS 3.9

HT Gs (All M)):  0.9 VS 0.5
HT Gs (Last 5):  0.4 VS 0.4
HT Gs (AHR):  0.3 VS 0.5
FT Gs (All M)):  1.5 VS 1.4
FT Gs (Last 5):  1.0 VS 0.8
FT Gs (AHR):  0.7 VS 1.4

Scored at least 1 Goal (All M):  0.82 VS 0.73
Average conceded per match (All M): 1.36 VS 1.0
Scored at least 1 Goal (Last 5)):  0.6 VS 0.4
Scored at least 1 Goal (AHR):  0.67 VS 0.73
"
65,2024-12-29,Swansea,Luton,"2,22","0,69",No decision Made,"Home: Swansea, Away: Luton
Pts (All M): 27 VS 25
Pts Against Higher: 10 VS 3
Pts (Last 5): 4 VS 0
Position: 11 VS 14

BTTS (All M): 0.5 VS 0.4
Shots (All M):  12.7 VS 10.3
Shots (Last 5):  14.2 VS 8.6
Shots (AHR):  11.0 VS 9.8

Shots Tar (All M):  4.4 VS 3.7
Shots Tar (Last 5):  4.6 VS 3.8
Shots Tar (AHR):  4.1 VS 3.9

HT Gs (All M)):  1.0 VS 0.4
HT Gs (Last 5):  1.2 VS 0.6
HT Gs (AHR):  1.1 VS 0.5
FT Gs (All M)):  1.4 VS 0.7
FT Gs (Last 5):  1.6 VS 1.0
FT Gs (AHR):  1.6 VS 0.8

Scored at least 1 Goal (All M):  0.8 VS 0.5
Average conceded per match (All M): 1.2 VS 2.3
Scored at least 1 Goal (Last 5)):  0.8 VS 0.6
Scored at least 1 Goal (AHR):  0.86 VS 0.5
"
66,2024-12-29,Watford,Cardiff,"1,45","0,86",No decision Made,"Home: Watford, Away: Cardiff
Pts (All M): 34 VS 18
Pts Against Higher: 26 VS 2
Pts (Last 5): 13 VS 4
Position: 8 VS 22

BTTS (All M): 0.5 VS 0.6
Shots (All M):  14.0 VS 11.1
Shots (Last 5):  12.8 VS 10.6
Shots (AHR):  14.0 VS 8.3

Shots Tar (All M):  4.9 VS 3.2
Shots Tar (Last 5):  4.6 VS 3.0
Shots Tar (AHR):  4.9 VS 2.7

HT Gs (All M)):  0.3 VS 0.4
HT Gs (Last 5):  0.2 VS 0.6
HT Gs (AHR):  0.3 VS 0.3
FT Gs (All M)):  1.5 VS 0.8
FT Gs (Last 5):  1.0 VS 1.0
FT Gs (AHR):  1.5 VS 0.3

Scored at least 1 Goal (All M):  0.9 VS 0.6
Average conceded per match (All M): 0.5 VS 1.8
Scored at least 1 Goal (Last 5)):  0.8 VS 0.6
Scored at least 1 Goal (AHR):  0.9 VS 0.33
"
67,2024-12-29,Bradford,Chesterfield,"0,45","1,11",No decision Made,"Home: Bradford, Away: Chesterfield
Pts (All M): 28 VS 34
Pts Against Higher: 1 VS 10
Pts (Last 5): 10 VS 9
Position: 12 VS 5

BTTS (All M): 0.67 VS 0.3
Shots (All M):  12.9 VS 10.4
Shots (Last 5):  11.0 VS 9.2
Shots (AHR):  13.0 VS 10.6

Shots Tar (All M):  4.7 VS 4.1
Shots Tar (Last 5):  4.2 VS 4.0
Shots Tar (AHR):  4.5 VS 3.9

HT Gs (All M)):  0.8 VS 1.0
HT Gs (Last 5):  0.8 VS 0.6
HT Gs (AHR):  0.0 VS 1.1
FT Gs (All M)):  1.4 VS 2.1
FT Gs (Last 5):  1.6 VS 2.2
FT Gs (AHR):  0.5 VS 1.9

Scored at least 1 Goal (All M):  0.78 VS 0.7
Average conceded per match (All M): 0.78 VS 1.1
Scored at least 1 Goal (Last 5)):  1.0 VS 0.8
Scored at least 1 Goal (AHR):  0.5 VS 0.57
"
68,2024-12-29,Bromley,Swindon,"1,46","1,00",No decision Made,"Home: Bromley, Away: Swindon
Pts (All M): 27 VS 19
Pts Against Higher: 10 VS 6
Pts (Last 5): 6 VS 1
Position: 13 VS 22

BTTS (All M): 0.8 VS 0.73
Shots (All M):  13.5 VS 9.6
Shots (Last 5):  15.8 VS 8.2
Shots (AHR):  14.0 VS 8.8

Shots Tar (All M):  4.6 VS 2.4
Shots Tar (Last 5):  5.0 VS 2.0
Shots Tar (AHR):  4.9 VS 2.3

HT Gs (All M)):  0.6 VS 0.4
HT Gs (Last 5):  0.0 VS 0.4
HT Gs (AHR):  0.7 VS 0.3
FT Gs (All M)):  1.3 VS 1.0
FT Gs (Last 5):  1.0 VS 0.8
FT Gs (AHR):  1.3 VS 0.9

Scored at least 1 Goal (All M):  0.9 VS 0.73
Average conceded per match (All M): 1.4 VS 1.73
Scored at least 1 Goal (Last 5)):  0.8 VS 0.6
Scored at least 1 Goal (AHR):  0.89 VS 0.67
"
69,2024-12-29,Carlisle,Accrington,"1,35","1,63",No decision Made,"Home: Carlisle, Away: Accrington
Pts (All M): 15 VS 19
Pts Against Higher: 6 VS 8
Pts (Last 5): 3 VS 5
Position: 23 VS 21

BTTS (All M): 0.5 VS 0.8
Shots (All M):  12.5 VS 11.1
Shots (Last 5):  11.2 VS 11.0
Shots (AHR):  12.5 VS 11.1

Shots Tar (All M):  3.9 VS 4.7
Shots Tar (Last 5):  3.6 VS 5.0
Shots Tar (AHR):  3.9 VS 4.7

HT Gs (All M)):  0.7 VS 0.4
HT Gs (Last 5):  0.4 VS 0.4
HT Gs (AHR):  0.7 VS 0.4
FT Gs (All M)):  0.8 VS 1.4
FT Gs (Last 5):  0.4 VS 1.8
FT Gs (AHR):  0.8 VS 1.4

Scored at least 1 Goal (All M):  0.6 VS 0.9
Average conceded per match (All M): 1.5 VS 2.2
Scored at least 1 Goal (Last 5)):  0.4 VS 1.0
Scored at least 1 Goal (AHR):  0.6 VS 0.9
"
70,2024-12-29,Cheltenham,Notts County,"0,85","1,51",No decision Made,"Home: Cheltenham, Away: Notts County
Pts (All M): 27 VS 31
Pts Against Higher: 1 VS 6
Pts (Last 5): 9 VS 2
Position: 14 VS 7

BTTS (All M): 0.55 VS 0.64
Shots (All M):  11.2 VS 12.5
Shots (Last 5):  11.8 VS 13.0
Shots (AHR):  7.0 VS 13.4

Shots Tar (All M):  3.9 VS 4.1
Shots Tar (Last 5):  4.4 VS 4.0
Shots Tar (AHR):  3.5 VS 4.9

HT Gs (All M)):  0.4 VS 0.5
HT Gs (Last 5):  0.4 VS 0.2
HT Gs (AHR):  0.0 VS 0.4
FT Gs (All M)):  1.3 VS 1.4
FT Gs (Last 5):  1.2 VS 0.8
FT Gs (AHR):  0.5 VS 1.4

Scored at least 1 Goal (All M):  0.82 VS 0.73
Average conceded per match (All M): 1.09 VS 1.45
Scored at least 1 Goal (Last 5)):  1.0 VS 0.6
Scored at least 1 Goal (AHR):  0.5 VS 0.71
"
71,2024-12-29,Fleetwood Town,Harrogate,"0,66","0,79",No decision Made,"Home: Fleetwood Town, Away: Harrogate
Pts (All M): 23 VS 21
Pts Against Higher: 10 VS 8
Pts (Last 5): 6 VS 4
Position: 18 VS 19

BTTS (All M): 0.4 VS 0.4
Shots (All M):  13.4 VS 7.6
Shots (Last 5):  10.6 VS 6.2
Shots (AHR):  12.5 VS 8.0

Shots Tar (All M):  4.0 VS 3.2
Shots Tar (Last 5):  2.8 VS 2.8
Shots Tar (AHR):  3.0 VS 3.3

HT Gs (All M)):  0.7 VS 0.4
HT Gs (Last 5):  0.8 VS 0.4
HT Gs (AHR):  0.6 VS 0.3
FT Gs (All M)):  0.9 VS 0.8
FT Gs (Last 5):  1.2 VS 0.8
FT Gs (AHR):  0.8 VS 0.8

Scored at least 1 Goal (All M):  0.6 VS 0.5
Average conceded per match (All M): 1.0 VS 1.4
Scored at least 1 Goal (Last 5)):  0.8 VS 0.6
Scored at least 1 Goal (AHR):  0.5 VS 0.44
"
